"seqnames","start","end","width","strand","score","gene","peak","zscore","pvalue","nearest_gene","distance_to_linked_gene","nearest_was_right","nearest_testable_gene","nearest_testable_was_right"
"chr4",86594315,86594644,330,"*",0.219910709231134,"PTPN13","chr4-86593683-86595605",15.9040297325038,2.97083536557654e-57,"PTPN13",329,TRUE,"PTPN13",TRUE
"chr4",86594315,86982120,387806,"*",0.0504755383200835,"PTPN13","chr4-86981429-86982811",2.86766983206398,0.00206753403283743,"C4orf36",387805,FALSE,"AFF1",FALSE
"chr4",88007668,88101382,93715,"*",0.0606025051189275,"PKD2","chr4-88101107-88101657",2.879544036001,0.00199125338392088,"PKD2",93714,TRUE,"PKD2",TRUE
"chr4",88457117,88953559,496443,"*",0.0589589702223963,"HERC5","chr4-88953223-88953894",1.66776069987151,0.0476816201621277,"FAM13A",496441.5,FALSE,"FAM13A",FALSE
"chr4",88859178,89111398,252221,"*",0.0826618852677618,"FAM13A","chr4-88858479-88859876",2.12893221268463,0.0166299345971516,"NAP1L5",252220.5,FALSE,"FAM13A",TRUE
"chr4",88940709,89111398,170690,"*",0.0657816620416046,"FAM13A","chr4-88940438-88940979",1.90779224623204,0.0282090366642472,"FAM13A",170689.5,TRUE,"FAM13A",TRUE
"chr4",89001060,89111398,110339,"*",0.0547188029384206,"FAM13A","chr4-89000860-89001260",2.05389772480917,0.0199927957959225,"FAM13A",110338,TRUE,"FAM13A",TRUE
"chr4",89111398,89324813,213416,"*",0.0807542000492006,"FAM13A","chr4-89324314-89325312",1.89427500376708,0.0290942585342638,"GPRIN3",213415,FALSE,"GPRIN3",FALSE
"chr4",89243693,89308010,64318,"*",0.0994894542513735,"GPRIN3","chr4-89243266-89244120",1.87674214065742,0.0302767219669426,"GPRIN3",64317,TRUE,"GPRIN3",TRUE
"chr4",89284540,89308010,23471,"*",0.11666773519586,"GPRIN3","chr4-89282690-89286389",1.855808231223,0.0317404484559406,"GPRIN3",23470.5,TRUE,"GPRIN3",TRUE
"chr4",89303592,89308010,4419,"*",0.10853585361096,"GPRIN3","chr4-89302923-89304260",2.22230175325166,0.0131314598751361,"GPRIN3",4418.5,TRUE,"GPRIN3",TRUE
"chr4",90027736,90127535,99800,"*",0.116311102953903,"CCSER1","chr4-90027457-90028015",2.02808478560975,0.021275797716745,"CCSER1",99799,TRUE,"CCSER1",TRUE
"chr4",90072010,90127535,55526,"*",0.148384773525304,"CCSER1","chr4-90071564-90072455",2.84319419019355,0.00223319241323512,"CCSER1",55525.5,TRUE,"CCSER1",TRUE
"chr4",90127535,90128229,695,"*",0.376092625255978,"CCSER1","chr4-90126843-90129614",7.83423728658148,2.35848614675157e-15,"CCSER1",693.5,TRUE,"CCSER1",TRUE
"chr4",98658629,98658722,94,"*",0.0800737292711001,"TSPAN5","chr4-98657183-98660260",1.9294929548627,0.0268348469265514,"TSPAN5",92.5,TRUE,"TSPAN5",TRUE
"chr4",101085131,101411286,326156,"*",0.222118041872032,"BANK1","chr4-101084307-101085954",2.6665573963571,0.00383162599194957,"EMCN",326155.5,FALSE,"PPP3CA",FALSE
"chr4",101127381,101411286,283906,"*",0.208531901174592,"BANK1","chr4-101127195-101127566",3.79526761760581,7.37421407254754e-05,"PPP3CA",283905.5,FALSE,"PPP3CA",FALSE
"chr4",101348278,101355448,7171,"*",0.0688184475013849,"PPP3CA","chr4-101355257-101355638",1.97264761010962,0.0242678623439118,"PPP3CA",7169.5,TRUE,"PPP3CA",TRUE
"chr4",101348278,101694325,346048,"*",0.082361308338632,"PPP3CA","chr4-101694100-101694549",2.11768448139954,0.0171008990012989,"BANK1",346046.5,FALSE,"BANK1",FALSE
"chr4",101348278,101790947,442670,"*",0.135277859665497,"PPP3CA","chr4-101790324-101791570",1.76926366573241,0.038424941968954,"BANK1",442669,FALSE,"BANK1",FALSE
"chr4",101348278,101807295,459018,"*",0.119774406199014,"PPP3CA","chr4-101806824-101807765",1.89680332901747,0.0289269499030391,"BANK1",459016.5,FALSE,"BANK1",FALSE
"chr4",101348278,101813811,465534,"*",0.0996387955881377,"PPP3CA","chr4-101813569-101814052",2.01573613840235,0.0219137872818596,"BANK1",465532.5,FALSE,"BANK1",FALSE
"chr4",101355448,101411286,55839,"*",0.22470882728856,"BANK1","chr4-101355257-101355638",4.46319334916269,4.03735640226703e-06,"PPP3CA",55838.5,FALSE,"PPP3CA",FALSE
"chr4",101411286,101694325,283040,"*",0.251884334649043,"BANK1","chr4-101694100-101694549",3.91009899642937,4.61291511970154e-05,"BANK1",283038.5,TRUE,"BANK1",TRUE
"chr4",101411286,101699751,288466,"*",0.30740442413583,"BANK1","chr4-101699446-101700055",4.61184894321751,1.99551495323983e-06,"BANK1",288464.5,TRUE,"BANK1",TRUE
"chr4",101411286,101790947,379662,"*",0.361546252396945,"BANK1","chr4-101790324-101791570",4.15979455663302,1.59266991081946e-05,"BANK1",379661,TRUE,"BANK1",TRUE
"chr4",101411286,101792346,381061,"*",0.0940330814957087,"BANK1","chr4-101792187-101792505",1.66152369962562,0.0483041565784281,"BANK1",381060,TRUE,"BANK1",TRUE
"chr4",101411286,101802150,390865,"*",0.173708931754291,"BANK1","chr4-101801898-101802401",2.43408226916919,0.00746480068374205,"BANK1",390863.5,TRUE,"BANK1",TRUE
"chr4",101411286,101807295,396010,"*",0.442149647272229,"BANK1","chr4-101806824-101807765",5.83824713458602,2.63764347410021e-09,"BANK1",396008.5,TRUE,"BANK1",TRUE
"chr4",101411286,101813811,402526,"*",0.321632094012612,"BANK1","chr4-101813569-101814052",4.04621141433087,2.60266128161779e-05,"BANK1",402524.5,TRUE,"BANK1",TRUE
"chr4",101411286,101843259,431974,"*",0.185409474236593,"BANK1","chr4-101843098-101843419",2.92204202013888,0.00173872310712482,"BANK1",431972.5,TRUE,"BANK1",TRUE
"chr4",101411286,101862755,451470,"*",0.237261737615559,"BANK1","chr4-101862602-101862907",3.33058691476978,0.000433315519343827,"BANK1",451468.5,TRUE,"BANK1",TRUE
"chr4",102345122,102431258,86137,"*",0.0526857098581945,"SLC39A8","chr4-102343722-102346521",1.83585341030565,0.0331896698713847,"SLC39A8",86136.5,TRUE,"SLC39A8",TRUE
"chr4",102390677,102760994,370318,"*",0.188181469661686,"MANBA","chr4-102390180-102391173",1.72532240022287,0.0422346936324977,"SLC39A8",370317.5,FALSE,"SLC39A8",FALSE
"chr4",102431258,102613454,182197,"*",0.0542119168302656,"SLC39A8","chr4-102611483-102615425",1.86387785419219,0.03116942967117,"NFKB1",182196,FALSE,"MANBA",FALSE
"chr4",102759454,102760994,1541,"*",0.181965004813423,"MANBA","chr4-102757006-102761901",1.77200023447788,0.038197259150425,"MANBA",1540.5,TRUE,"MANBA",TRUE
"chr4",105059678,105145875,86198,"*",0.309673176453029,"TET2","chr4-105057185-105062171",2.20734713495017,0.0136449083313452,"TET2",86197,TRUE,"TET2",TRUE
"chr4",107824563,107825003,441,"*",0.211316051928945,"SGMS2","chr4-107824125-107825881",3.45134719897367,0.000278897751342214,"SGMS2",440,TRUE,"SGMS2",TRUE
"chr4",107824563,107838416,13854,"*",0.206624642986447,"SGMS2","chr4-107837233-107839598",2.89823408859226,0.00187635190162896,"SGMS2",13852.5,TRUE,"SGMS2",TRUE
"chr4",107824563,107843532,18970,"*",0.11681040391281,"SGMS2","chr4-107843291-107843773",1.84506105280954,0.0325143289619298,"SGMS2",18969,TRUE,"SGMS2",TRUE
"chr4",107824563,108167537,342975,"*",-0.111307210342309,"SGMS2","chr4-108165117-108169957",-1.74438148506097,0.0405462956593483,"LEF1",342974,FALSE,"LEF1",FALSE
"chr4",107825003,108167525,342523,"*",-0.0782983435662374,"LEF1-AS1","chr4-107824125-107825881",-2.00452952364644,0.0225066837920865,"SGMS2",NA,FALSE,"SGMS2",FALSE
"chr4",107825003,108168956,343954,"*",-0.222916291386908,"LEF1","chr4-107824125-107825881",-2.26868074754064,0.0116438736053741,"SGMS2",343953,FALSE,"SGMS2",FALSE
"chr4",107838416,108167525,329110,"*",-0.0837441043573524,"LEF1-AS1","chr4-107837233-107839598",-1.81182178493735,0.0350068689356948,"SGMS2",NA,FALSE,"SGMS2",FALSE
"chr4",107838416,108168956,330541,"*",-0.23428691270734,"LEF1","chr4-107837233-107839598",-1.99723774224452,0.0228996814381214,"SGMS2",330540.5,FALSE,"SGMS2",FALSE
"chr4",108029927,108168956,139030,"*",0.241020501841,"LEF1","chr4-108029046-108030807",1.69102778313617,0.0454157482312718,"HADH",139029.5,FALSE,"LEF1",TRUE
"chr4",108036370,108167525,131156,"*",0.133641010950691,"LEF1-AS1","chr4-108035746-108036993",1.97944361634762,0.0238830409462005,"HADH",NA,FALSE,"LEF1",FALSE
"chr4",108036370,108168956,132587,"*",0.279690049979332,"LEF1","chr4-108035746-108036993",1.84772154667149,0.0323213176480415,"HADH",132586.5,FALSE,"LEF1",TRUE
"chr4",108044778,108167525,122748,"*",0.121489587608928,"LEF1-AS1","chr4-108043066-108046490",1.71929166059703,0.0427806388480984,"HADH",NA,FALSE,"LEF1",FALSE
"chr4",108050642,108167525,116884,"*",0.115919637704773,"LEF1-AS1","chr4-108048975-108052308",1.65315163009245,0.0491500039144651,"HADH",NA,FALSE,"LEF1",FALSE
"chr4",108050642,108168956,118315,"*",0.272119814085364,"LEF1","chr4-108048975-108052308",1.9622689168344,0.0248655920185892,"HADH",118314.5,FALSE,"LEF1",TRUE
"chr4",108071953,108167525,95573,"*",0.162122887969063,"LEF1-AS1","chr4-108070695-108073211",2.41309312882219,0.00790888867234854,"HADH",NA,FALSE,"LEF1",FALSE
"chr4",108071953,108168956,97004,"*",0.317912576864952,"LEF1","chr4-108070695-108073211",2.15010643433636,0.0157733983902681,"HADH",97003,FALSE,"LEF1",TRUE
"chr4",108081181,108167525,86345,"*",0.121173825750595,"LEF1-AS1","chr4-108080587-108081774",1.70239868155406,0.0443403285210787,"LEF1",NA,FALSE,"LEF1",FALSE
"chr4",108081181,108168956,87776,"*",0.246057570245575,"LEF1","chr4-108080587-108081774",1.72625366873761,0.0421508932962987,"LEF1",87775.5,TRUE,"LEF1",TRUE
"chr4",108107722,108168956,61235,"*",0.246161240887595,"LEF1","chr4-108106818-108108626",1.87559440873638,0.0303554973806172,"LEF1",61234,TRUE,"LEF1",TRUE
"chr4",108115288,108167525,52238,"*",0.128451739615635,"LEF1-AS1","chr4-108112787-108117788",1.97080287341308,0.0243732139616675,"LEF1",NA,FALSE,"LEF1",FALSE
"chr4",108115288,108168956,53669,"*",0.28461667440152,"LEF1","chr4-108112787-108117788",1.90008256987252,0.0287111423515112,"LEF1",53668.5,TRUE,"LEF1",TRUE
"chr4",108167525,108167537,13,"*",0.148479255015238,"LEF1-AS1","chr4-108165117-108169957",2.56547370880941,0.00515175147498667,"LEF1",NA,FALSE,"LEF1",FALSE
"chr4",108167525,108172179,4655,"*",0.149979352041706,"LEF1-AS1","chr4-108170508-108173850",2.44824038251324,0.00717779222243423,"LEF1",NA,FALSE,"LEF1",FALSE
"chr4",108167525,108355878,188354,"*",0.137679026885209,"LEF1-AS1","chr4-108355193-108356563",2.01201524454424,0.0221091650158199,"LEF1",NA,FALSE,"LEF1",FALSE
"chr4",108167525,108359994,192470,"*",0.120081061541816,"LEF1-AS1","chr4-108359175-108360813",1.90650658108743,0.0282922563303309,"LEF1",NA,FALSE,"LEF1",FALSE
"chr4",108167525,108433422,265898,"*",0.117954841154609,"LEF1-AS1","chr4-108432271-108434572",1.78735269679069,0.0369402509395974,"RPL34",NA,FALSE,"RPL34",FALSE
"chr4",108167537,108168956,1420,"*",0.33638770869753,"LEF1","chr4-108165117-108169957",2.64528982480912,0.00408104872288887,"LEF1",1419,TRUE,"LEF1",TRUE
"chr4",108167537,108620460,452924,"*",0.0736507668614665,"RPL34-AS1","chr4-108165117-108169957",2.25425644189035,0.0120900199324718,"LEF1",NA,FALSE,"LEF1",FALSE
"chr4",108167537,108620566,453030,"*",0.257055529390954,"RPL34","chr4-108165117-108169957",2.11979723086353,0.0170115744706281,"LEF1",453029,FALSE,"LEF1",FALSE
"chr4",108168956,108172179,3224,"*",0.334797687894875,"LEF1","chr4-108170508-108173850",2.76132322216197,0.00287838360450113,"LEF1",3223,TRUE,"LEF1",TRUE
"chr4",108168956,108315389,146434,"*",0.114699252726367,"LEF1","chr4-108315129-108315649",1.70926264406731,0.0437011548068435,"LEF1",146433,TRUE,"LEF1",TRUE
"chr4",108168956,108355878,186923,"*",0.291239548551903,"LEF1","chr4-108355193-108356563",1.97210375815167,0.0242988815218521,"LEF1",186922,TRUE,"LEF1",TRUE
"chr4",108168956,108433422,264467,"*",0.258416858446614,"LEF1","chr4-108432271-108434572",1.7031081030218,0.0442739199086808,"RPL34",264465.5,FALSE,"RPL34",FALSE
"chr4",108168956,108467071,298116,"*",0.232901737046331,"LEF1","chr4-108466192-108467949",1.7008143307598,0.0444889286980222,"RPL34",298114.5,FALSE,"RPL34",FALSE
"chr4",108172179,108620460,448282,"*",0.0782732270109593,"RPL34-AS1","chr4-108170508-108173850",2.43028209445856,0.00754353756392192,"LEF1",NA,FALSE,"LEF1",FALSE
"chr4",108172179,108620566,448388,"*",0.246849752414886,"RPL34","chr4-108170508-108173850",1.99327815499778,0.0231154985493248,"LEF1",448387,FALSE,"LEF1",FALSE
"chr4",108467071,108620460,153390,"*",0.0646203080551813,"RPL34-AS1","chr4-108466192-108467949",1.86743997985801,0.0309200855578071,"RPL34",NA,FALSE,"RPL34",FALSE
"chr4",110059912,110199199,139288,"*",0.0589510348966921,"ELOVL6","chr4-110059523-110060301",2.42075789291389,0.00774409439878822,"ELOVL6",139287,TRUE,"ELOVL6",TRUE
"chr4",113761927,113816084,54158,"*",0.109892571671795,"CAMK2D","chr4-113815598-113816569",1.94845964800984,0.0256799943119249,"CAMK2D",54156.5,TRUE,"CAMK2D",TRUE
"chr4",127782476,128061268,278793,"*",0.0503116290912112,"LARP1B","chr4-127781605-127783346",3.07540848588389,0.00105107214154903,"HSPA4L",278792.5,FALSE,"ABHD18",FALSE
"chr4",129093607,129327724,234118,"*",0.253488907891537,"SCLT1","chr4-129326807-129328641",1.75242704691976,0.0398502020326824,"SCLT1",234117,TRUE,"SCLT1",TRUE
"chr4",139675475,140154184,478710,"*",0.249695606550758,"MAML3","chr4-139674824-139676125",1.89508283904041,0.0290407138996611,"MGST2",478709.5,FALSE,"MAML3",TRUE
"chr4",139735030,140154184,419155,"*",0.226249115644458,"MAML3","chr4-139733893-139736166",1.68076862454761,0.0464039325871803,"MGST2",419154.5,FALSE,"MAML3",TRUE
"chr4",139872956,140154184,281229,"*",0.250780640119671,"MAML3","chr4-139872101-139873811",1.87219500738679,0.0305898147812135,"MGST2",281228,FALSE,"MAML3",TRUE
"chr4",140719855,140756120,36266,"*",0.205247947820379,"TBC1D9","chr4-140718077-140721633",2.18876231044324,0.014307060216423,"TBC1D9",36265,TRUE,"TBC1D9",TRUE
"chr4",140743099,140756120,13022,"*",0.146810358584957,"TBC1D9","chr4-140742300-140743897",1.68817349101068,0.0456889651597106,"TBC1D9",13021.5,TRUE,"TBC1D9",TRUE
"chr4",140756120,140756546,427,"*",0.255115870871019,"TBC1D9","chr4-140755504-140757588",3.35144525458719,0.000401954660605843,"TBC1D9",426,TRUE,"TBC1D9",TRUE
"chr4",140756120,140790478,34359,"*",0.222493387781113,"TBC1D9","chr4-140789450-140791505",2.22639958368419,0.012993714175269,"TBC1D9",34357.5,TRUE,"TBC1D9",TRUE
"chr4",141311970,141636599,324630,"*",0.256208187188772,"IL15","chr4-141311183-141312756",2.32398109391609,0.0100632536775958,"ZNF330",324629.5,FALSE,"IL15",TRUE
"chr4",141348438,141636599,288162,"*",0.206593876463147,"IL15","chr4-141347646-141349229",1.70179969447132,0.0443964619044981,"ZNF330",288161.5,FALSE,"IL15",TRUE
"chr4",142566998,142847432,280435,"*",0.279562078064938,"INPP4B","chr4-142565505-142568490",2.23708261419381,0.0126404705210663,"INPP4B",280434.5,TRUE,"INPP4B",TRUE
"chr4",142704115,142847432,143318,"*",0.201054963189013,"INPP4B","chr4-142703638-142704591",1.66384486385502,0.0480717178830774,"INPP4B",143317.5,TRUE,"INPP4B",TRUE
"chr4",142847432,143336801,489370,"*",-0.234571606723402,"INPP4B","chr4-143335529-143338073",-2.60250571288489,0.0046272636643563,"GAB1",489369,FALSE,"GAB1",FALSE
"chr4",143336762,143336801,40,"*",0.167660620274668,"GAB1","chr4-143335529-143338073",2.73834482009481,0.00308746471321415,"GAB1",39,TRUE,"GAB1",TRUE
"chr4",145938635,146105601,166967,"*",-0.0736905224265244,"ZNF827","chr4-146104757-146106445",-1.88915321066572,0.0294356510969502,"LSM6",166966,FALSE,"ZNF827",TRUE
"chr4",146105601,146521964,416364,"*",0.0582921254441778,"SLC10A7","chr4-146104757-146106445",2.60598343247122,0.00458054463557939,"LSM6",416363,FALSE,"ZNF827",FALSE
"chr4",147732063,147943286,211224,"*",0.0509636715639977,"ARHGAP10","chr4-147942866-147943705",2.50879100298417,0.00605725687115378,"ARHGAP10",211222.5,TRUE,"ARHGAP10",TRUE
"chr4",148443955,148444698,744,"*",0.218031901215185,"NR3C2","chr4-148441432-148446477",2.4389056000061,0.00736590803370478,"NR3C2",743.5,TRUE,"NR3C2",TRUE
"chr4",151036117,151409216,373100,"*",0.134771206941627,"FAM160A1","chr4-151035983-151036251",4.26133988690749,1.01602456439922e-05,"LRBA",373099,FALSE,"LRBA",FALSE
"chr4",151325632,151408858,83227,"*",0.0849209092051796,"SH3D19","chr4-151407399-151410317",4.35259068719345,6.72690955351473e-06,"FAM160A1",83226,FALSE,"FAM160A1",FALSE
"chr4",151403771,151409216,5446,"*",0.0805369593587208,"FAM160A1","chr4-151403377-151404164",2.95883502352561,0.00154402186087594,"FAM160A1",5445.5,TRUE,"FAM160A1",TRUE
"chr4",151408858,151409216,359,"*",0.179384133227285,"FAM160A1","chr4-151407399-151410317",5.46411824192239,2.32606690241102e-08,"FAM160A1",358,TRUE,"FAM160A1",TRUE
"chr4",151409216,151865925,456710,"*",0.107243438446656,"FAM160A1","chr4-151864848-151867001",3.52815099908594,0.000209236683936371,"GATB",456708.5,FALSE,"FAM160A1",TRUE
"chr4",151409216,151887713,478498,"*",0.117792151831663,"FAM160A1","chr4-151887424-151888002",3.92283421791918,4.37566854868362e-05,"GATB",478497,FALSE,"FAM160A1",TRUE
"chr4",152643785,152680165,36381,"*",0.141413073496247,"TMEM154","chr4-152643044-152644525",1.79605796926758,0.0362426490381076,"TMEM154",36380.5,TRUE,"TMEM154",TRUE
"chr4",152643785,152779937,136153,"*",0.0869311539441104,"ARFIP1","chr4-152643044-152644525",1.68800425976856,0.0457052056174403,"TMEM154",136152.5,FALSE,"TMEM154",FALSE
"chr4",152680165,153114276,434112,"*",-0.138095021112419,"TMEM154","chr4-153111651-153116901",-1.89331341302395,0.0291581012346657,"TRIM2",434111,FALSE,"ARFIP1",FALSE
"chr4",153652255,153701500,49246,"*",0.369329233071454,"TLR2","chr4-153650867-153653643",2.82824144719964,0.00234022457089837,"TLR2",49245,TRUE,"TLR2",TRUE
"chr4",153652255,153760235,107981,"*",0.0541596366650597,"RNF175","chr4-153650867-153653643",2.2942699213514,0.0108874995900575,"TLR2",107980,FALSE,"TLR2",FALSE
"chr4",153655813,153701500,45688,"*",0.313862551687027,"TLR2","chr4-153654729-153656896",2.23465334066301,0.0127200580315454,"TLR2",45687.5,TRUE,"TLR2",TRUE
"chr4",153655813,153760235,104423,"*",0.0733214188093756,"RNF175","chr4-153654729-153656896",3.55578851388031,0.000188423568031592,"TLR2",104422.5,FALSE,"TLR2",FALSE
"chr4",153661526,153701500,39975,"*",0.272460344136228,"TLR2","chr4-153660805-153662246",1.86313376329967,0.0312217245145334,"TLR2",39974.5,TRUE,"TLR2",TRUE
"chr4",156971394,156971479,86,"*",0.0880242872806958,"PDGFC","chr4-156970536-156972421",1.73150494741892,0.041680871623726,"PDGFC",84.5,TRUE,"PDGFC",TRUE
"chr4",158201604,158209815,8212,"*",0.147923083538601,"TMEM144","chr4-158208836-158210793",2.21939247437697,0.0132300176006279,"TMEM144",8210.5,TRUE,"TMEM144",TRUE
"chr4",158201604,158599318,397715,"*",0.0936137825915717,"TMEM144","chr4-158599105-158599531",1.6801133345076,0.0464676334752164,"ETFDH",397714,FALSE,"ETFDH",FALSE
"chr4",158769138,158810902,41765,"*",0.173925427549532,"FNIP2","chr4-158809300-158812504",2.17881407497059,0.0146727414648735,"FNIP2",41764,TRUE,"FNIP2",TRUE
"chr4",158769138,158817897,48760,"*",0.14948376682617,"FNIP2","chr4-158816961-158818833",1.84435856374905,0.0325654509248012,"FNIP2",48759,TRUE,"FNIP2",TRUE
"chr4",158769138,159178734,409597,"*",0.158103948310387,"FNIP2","chr4-159177533-159179934",1.9745319051111,0.0241606466480195,"RAPGEF2",409595.5,FALSE,"RAPGEF2",FALSE
"chr4",158810902,159104178,293277,"*",0.194182592326869,"RAPGEF2","chr4-158809300-158812504",1.8526221926687,0.0319682646331486,"FNIP2",293276,FALSE,"FNIP2",FALSE
"chr4",167222210,167234796,12587,"*",0.0539701096714784,"SPOCK3","chr4-167221837-167222582",1.67747661986114,0.046724658814094,"SPOCK3",12586.5,TRUE,"SPOCK3",TRUE
"chr4",168503752,168537786,34035,"*",0.181023833869193,"DDX60L","chr4-168502833-168504670",2.03452782453064,0.020949203062802,"PALLD",34034.5,FALSE,"DDX60L",TRUE
"chr4",168537786,168881586,343801,"*",0.161937768463029,"DDX60L","chr4-168880971-168882200",2.03474464760426,0.0209382866124469,"CBR4",343799.5,FALSE,"CBR4",FALSE
"chr4",168848168,169271105,422938,"*",0.152715266568071,"SH3RF1","chr4-168847713-168848623",1.89723914937629,0.0288981910160031,"CBR4",422937,FALSE,"CBR4",FALSE
"chr4",168881586,169271105,389520,"*",0.165041447682693,"SH3RF1","chr4-168880971-168882200",2.16585597173613,0.0151610973257005,"CBR4",389519.5,FALSE,"CBR4",FALSE
"chr4",169271105,169293609,22505,"*",0.141155636028663,"SH3RF1","chr4-169292993-169294225",1.97954519001479,0.0238773285034056,"SH3RF1",22504,TRUE,"SH3RF1",TRUE
"chr4",169271105,169295983,24879,"*",0.101448914697303,"SH3RF1","chr4-169295758-169296208",1.72378576802342,0.0423732623951541,"SH3RF1",24878,TRUE,"SH3RF1",TRUE
"chr4",171629391,171812254,182864,"*",0.0858168511692434,"GALNTL6","chr4-171629259-171629522",4.54778248135614,2.71070628950925e-06,"GALNTL6",182863.5,TRUE,"GALNTL6",TRUE
"chr4",171812254,171813465,1212,"*",0.143942913495834,"GALNTL6","chr4-171813266-171813664",6.55717003617482,2.74192368435425e-11,"GALNTL6",1211,TRUE,"GALNTL6",TRUE
"chr4",173168753,173416118,247366,"*",0.109135024002603,"GALNT7","chr4-173414745-173417490",2.07629535134011,0.0189333214968305,"SCRG1",247364.5,FALSE,"HMGB2",FALSE
"chr4",174497555,174523154,25600,"*",0.0603327269854281,"HPGD","chr4-174497427-174497683",4.32481126114021,7.6331255326328e-06,"HPGD",25599,TRUE,"HPGD",TRUE
"chr4",174522097,174523154,1058,"*",0.136399235727103,"HPGD","chr4-174520571-174523622",6.0979812371847,5.37081754084745e-10,"HPGD",1057.5,TRUE,"HPGD",TRUE
"chr4",175954178,176002664,48487,"*",0.211493378282412,"GPM6A","chr4-175954015-175954341",5.44942644668579,2.52662580509382e-08,"GPM6A",48486,TRUE,"GPM6A",TRUE
"chr4",176002086,176002664,579,"*",0.176608693178232,"GPM6A","chr4-176001407-176002765",3.60523325146689,0.000155936343951428,"GPM6A",578,TRUE,"GPM6A",TRUE
"chr4",176002664,176052915,50252,"*",0.0859281485927019,"GPM6A","chr4-176052623-176053206",1.76688877051372,0.0386234290086798,"WDR17",50250.5,FALSE,"GPM6A",TRUE
"chr4",183098891,183099293,403,"*",0.064515532298897,"WWC2","chr4-183097531-183100250",2.403267351584,0.00812465139125432,"WWC2",402.5,TRUE,"WWC2",TRUE
"chr4",184330152,184826818,496667,"*",0.247561476990445,"ACSL1","chr4-184327880-184332423",2.10933695480709,0.0174577535643187,"ENPP6",496666.5,FALSE,"ACSL1",TRUE
"chr4",184345638,184826818,481181,"*",0.302739998572467,"ACSL1","chr4-184343046-184348230",2.21236403289463,0.0134707609829206,"ENPP6",481180,FALSE,"ACSL1",TRUE
"chr4",184813214,184826818,13605,"*",0.297073405463952,"ACSL1","chr4-184810540-184815887",2.05370834958666,0.0200019639719961,"ACSL1",13604.5,TRUE,"ACSL1",TRUE
"chr4",184813214,185204237,391024,"*",-0.0826586563574609,"SNX25","chr4-184810540-184815887",-2.3843307867467,0.00855510739862188,"ACSL1",391023.5,FALSE,"ACSL1",FALSE
"chr4",184813214,185209504,396291,"*",-0.050792246974395,"CFAP97","chr4-184810540-184815887",-2.04327554293037,0.0205125846195651,"ACSL1",396290.5,FALSE,"ACSL1",FALSE
"chr4",184819278,184826818,7541,"*",0.273242836651987,"ACSL1","chr4-184816907-184821648",1.77747671370196,0.0377449194154395,"ACSL1",7540.5,TRUE,"ACSL1",TRUE
"chr4",184826818,184848856,22039,"*",0.238390300592743,"ACSL1","chr4-184848063-184849649",1.79429228477573,0.0363832644509717,"ACSL1",22038,TRUE,"ACSL1",TRUE
"chr4",184826818,184854126,27309,"*",0.419618245358088,"ACSL1","chr4-184850175-184858076",3.14436434997905,0.000832240298471396,"ACSL1",27307.5,TRUE,"ACSL1",TRUE
"chr4",184826818,184860742,33925,"*",0.280848310870158,"ACSL1","chr4-184859784-184861699",2.06860496438033,0.0192915858531175,"ACSL1",33923.5,TRUE,"ACSL1",TRUE
"chr4",184826818,184897383,70566,"*",0.317933910064501,"ACSL1","chr4-184896373-184898392",2.03288539986667,0.0210320512124318,"ACSL1",70564.5,TRUE,"ACSL1",TRUE
"chr4",184826818,185143236,316419,"*",-0.166462687701656,"ACSL1","chr4-185142419-185144053",-1.65372487575531,0.049091712966301,"SLC25A4",316418,FALSE,"SNX25",FALSE
"chr4",184826818,185210010,383193,"*",-0.169986861552999,"ACSL1","chr4-185208762-185211257",-1.65824426248462,0.0486340870438277,"CFAP97",383191.5,FALSE,"CFAP97",FALSE
"chr4",184848856,185204237,355382,"*",-0.0725040672789479,"SNX25","chr4-184848063-184849649",-2.45637546895156,0.00701732176560953,"ACSL1",355381,FALSE,"ACSL1",FALSE
"chr4",184848856,185209504,360649,"*",-0.0513384979754179,"CFAP97","chr4-184848063-184849649",-2.21207547009048,0.0134807253568042,"ACSL1",360648,FALSE,"ACSL1",FALSE
"chr4",184854126,185204237,350112,"*",-0.0973166070558586,"SNX25","chr4-184850175-184858076",-3.18518303185889,0.000723312405705966,"ACSL1",350111.5,FALSE,"ACSL1",FALSE
"chr4",184854126,185209504,355379,"*",-0.0749451483205739,"CFAP97","chr4-184850175-184858076",-3.37457202502046,0.000369652834301844,"ACSL1",355378.5,FALSE,"ACSL1",FALSE
"chr4",184860742,185204237,343496,"*",-0.0749392087921942,"SNX25","chr4-184859784-184861699",-2.54937232541793,0.00539585088057164,"ACSL1",343495.5,FALSE,"ACSL1",FALSE
"chr4",184860742,185209504,348763,"*",-0.0512949173686341,"CFAP97","chr4-184859784-184861699",-2.42925597988418,0.00756492294551249,"ACSL1",348762.5,FALSE,"ACSL1",FALSE
"chr4",184897383,185204237,306855,"*",-0.0693326051881487,"SNX25","chr4-184896373-184898392",-1.99621752301637,0.0229551254540489,"ACSL1",306854.5,FALSE,"ACSL1",FALSE
"chr4",184897383,185209504,312122,"*",-0.0545838954997353,"CFAP97","chr4-184896373-184898392",-1.93920384135677,0.0262382610306668,"ACSL1",312121.5,FALSE,"ACSL1",FALSE
